Index,Season,S/C,Pos,G,A,A1,S,Ht,Wt,Hits,HitsT,BkS,GvA,TkA,TOI,GP,SAT% Relative,Pen Drawn,Pen Taken,SAT%,USAT %,On-Ice GF %,OZ Ratio,OZ Start%,NZ Start%,DZ Start%,FOW,FOL,ixG,iCF,18+ MPH Speed Bursts,20+ MPH Speed Bursts,22+ MPH Speed Bursts,Top Speed (MPH),GF,GA,xGF,xGA,oiSh%,oiSv%,PDO,TOI/GP
727,22-23,L,D,1,24,13,82,76,215,123,179,142,40,36,1692.55,82,-0.6,10,8,51.7,51.2,42.6,50.2,31.7,36.7,31.5,0,0,3.65,189,240,32,0,21.87,52,71,65.21,64.57,6.9,90.19,97.09,20.64
77,21-22,L,D,5,12,6,49,73,205,53,70,26,11,14,564.23,30,2.6,2,6,53.2,51.6,56,56,36.4,35,28.6,0,0,3.11,102,251,49,3,23.42,28,22,23.9,20.83,9.96,91.73,101.69,18.81
332,21-22,R,D,7,43,20,187,74,210,151,116,161,48,41,1889.37,82,1.2,19,17,46.9,46.4,50,45,29.8,33.8,36.4,0,0,9.72,355,334,32,0,21.79,62,64,57.33,64.19,8.6,91.66,100.25,23.04
77,22-23,L,D,10,14,8,65,73,205,82,116,54,20,13,918.87,42,-1.6,9,16,50.6,50,50.7,49.5,33.5,32.3,34.2,0,0,5.88,140,288,68,8,23.52,33,32,32.6,36.65,8.64,91.49,100.13,21.88
332,22-23,R,D,5,37,17,140,74,210,207,87,190,46,29,1898.2,82,1.2,20,20,46.8,48,44.3,42.1,27.8,33.8,38.3,0,0,6.2,297,319,33,1,22.51,55,68,49.18,56.33,8.94,89.52,98.47,23.15
77,23-24,L,D,11,18,6,84,73,205,94,155,104,33,20,1485,73,-3.2,11,25,48.9,48.3,51.2,50.6,33.9,32.9,33.1,0,0,6.84,200,442,54,3,23,60,57,52.38,58.89,9.32,91.18,100.49,20.34
108,21-22,L,D,9,26,12,203,76,215,196,61,132,67,33,1778.45,71,0.8,9,27,53.6,52.9,49.5,52.1,34,34.9,31.2,0,0,10.91,410,561,122,6,22.39,60,60,71.09,59.95,7.3,91.98,99.28,25.05
77,24-25,L,D,7,31,14,94,73,205,75,149,117,84,15,1861.17,82,-0.5,11,19,49.4,49.5,54.7,52,35.1,32.5,32.4,0,0,7.35,200,482,77,4,22.4,80,66,61.38,67.21,11.63,90.31,101.94,22.7
108,22-23,L,D,12,31,15,203,76,215,146,81,164,76,41,1926.65,82,-1.1,11,28,51.5,50.8,52.1,44,28.2,36,35.8,0,0,11.17,401,518,110,3,22.31,74,68,77.38,67.48,9.06,91.2,100.26,23.5
594,21-22,R,R,13,9,7,98,76,208,68,81,18,10,7,778.68,67,-1.1,10,8,48.9,48.4,55.1,51,34.3,32.7,33,10,13,12.02,140,290,28,0,21.14,27,22,23.02,26.82,8.82,92.97,101.79,11.62
674,22-23,R,R,27,39,29,263,68,180,109,84,38,39,44,1558.52,82,-1.6,25,13,50.3,50.8,42,55.9,39.5,29.3,31.2,10,9,31.65,471,698,97,1,22.36,42,58,54.63,54.26,6.85,90.44,97.3,19.01
674,23-24,R,R,27,40,26,237,68,180,66,66,35,39,49,1467.15,82,4.1,23,14,49.1,48.9,55.6,49.8,31.1,37.5,31.3,16,22,29.23,475,654,88,0,21.68,64,51,50.67,51.47,11.15,91.28,102.43,17.89
339,21-22,R,D,11,35,18,158,74,204,91,97,92,63,38,1888.38,80,0.9,7,27,51.1,50.5,47.1,44.1,29.5,33.1,37.4,0,0,10.33,312,275,27,1,22.35,58,65,62.21,60.61,8.09,90.5,98.59,23.6
1440,23-24,L,C,6,3,2,46,70,178,26,16,8,9,14,402.8,36,-1.3,6,5,49.2,46.9,37.5,61.4,37.2,39.4,23.4,14,14,5.58,81,113,8,0,21.21,11,20,15.54,16.65,6.75,89.47,96.22,11.19
339,22-23,R,D,7,26,12,102,74,204,44,66,115,41,28,1616.35,81,3.7,7,15,56.5,56.4,54.5,52.9,35.2,33.3,31.4,0,0,5.82,245,270,32,0,21.65,60,51,80.33,56.15,7.43,91.49,98.92,19.95
674,24-25,R,R,39,31,23,244,68,180,33,96,38,71,29,1465.43,82,3.6,27,12,51,51.1,52.1,54,37.7,30.3,32.1,26,32,34.4,450,679,98,2,22.52,48,44,50.96,51.07,8.32,92.06,100.38,17.87
674,21-22,R,R,41,37,19,270,68,180,101,115,35,47,67,1710.22,82,4,24,8,48.7,48.8,49.1,64.4,43.5,32.5,24,24,40,32.82,470,834,108,1,22.44,58,62,50.78,50.28,8.88,90.62,99.5,20.86
748,21-22,L,D,5,24,14,168,74,190,105,118,79,42,26,1763.35,79,-0.8,22,26,49.3,49.8,54.4,44,29.1,33.8,37.1,0,0,6.85,352,375,30,0,21.27,56,46,59.4,59.27,7.56,94,101.56,22.32
87,21-22,R,D,6,9,5,125,77,227,143,197,104,25,32,1556.72,79,-4.7,10,14,51.6,52.2,48.9,48.5,32.5,33.1,34.4,0,0,3.44,213,329,30,0,21.6,46,48,51.49,45.85,6.73,92,98.73,19.71
87,22-23,R,D,3,13,6,94,77,227,128,158,116,21,28,1412.3,75,-1.4,8,16,50.4,51.8,68.6,36.7,23.5,36,40.5,0,0,5.66,174,354,52,1,22.33,59,27,51.52,42.67,10.12,94.66,104.78,18.83
131,21-22,L,D,12,23,14,127,71,215,124,66,94,44,37,1593.17,76,3.3,17,22,52.3,53.2,59.8,44.3,28.5,35.6,35.8,0,0,6.7,238,289,35,0,21.64,64,43,56.34,53.45,9.01,93.11,102.12,20.96
87,23-24,R,D,4,10,8,79,77,227,140,150,140,35,23,1512.68,76,-4.9,6,21,43.7,43.3,59.5,22.7,14.2,37.4,48.4,0,0,2.9,166,287,31,0,21.93,56,38,45.33,51.58,10.65,94.03,104.67,19.9
369,21-22,L,D,4,38,14,165,75,207,50,117,121,43,74,1858.87,79,-0.8,7,5,55.8,55.8,60.6,55.7,36.5,34.4,29.1,0,0,7.69,341,359,57,2,22.34,74,47,71.16,54.4,9.4,92.58,101.98,23.53
801,21-22,L,L,18,14,8,162,75,195,101,69,24,25,44,1220.68,79,-1.1,20,21,47,47.4,39.2,53.9,36.2,32.8,31,8,12,21.79,256,1000,298,31,24.21,33,51,43.99,49.5,6.69,90.4,97.09,15.45
369,22-23,L,D,7,20,10,131,75,207,36,122,103,40,88,1671.37,76,0.5,7,4,60.9,60,54.6,59,40.5,31.4,28.1,0,0,7.2,297,362,61,3,22.24,58,49,71.26,48.82,7.11,91.54,98.64,21.99
821,21-22,L,C,6,15,7,89,73,194,67,63,24,28,18,789.2,60,-2.7,4,16,41.4,40.5,43.4,47.6,32.1,32.6,35.3,214,195,9.02,145,421,68,1,22.3,30,39,25.69,41.75,9.62,91.58,101.19,13.15
856,22-23,L,D,2,4,2,63,71,173,33,43,67,17,9,812.67,46,3.6,3,8,51.6,52.8,38.8,51.9,34.7,33.2,32.2,0,0,2.51,116,169,13,0,21.38,21,33,34.19,32.19,5.45,91.22,96.68,17.67
338,21-22,L,D,7,31,16,149,75,212,139,124,123,39,23,1752.57,78,-0.7,14,25,50.4,50.9,51.6,52.3,35,33,31.9,0,0,7.27,283,314,37,3,22.99,62,59,62.64,58.07,9.12,91.34,100.45,22.47
856,23-24,L,D,0,10,7,32,71,173,27,29,41,12,3,533.1,36,-1.3,4,9,48.3,47.2,41.8,50.6,32.6,35.5,31.9,0,0,2.29,79,99,10,0,21.51,18,25,17.18,19.51,8.18,89.84,98.02,14.81
338,22-23,L,D,10,54,28,156,75,212,128,133,149,45,55,1881.07,79,0.7,13,25,52.1,52,54.9,57.3,38.2,33.3,28.5,0,0,6.88,352,340,48,1,22.15,72,59,72.27,64.12,9.34,91.95,101.29,23.81
856,21-22,L,D,2,28,11,80,71,173,56,72,96,31,6,1363.07,72,2.2,8,17,52.8,53.5,66.9,55,35,36.3,28.7,0,0,3.39,173,283,31,0,21.39,80,40,52.15,44.58,12.54,92.51,105.05,18.93
1404,21-22,R,D,4,46,21,152,73,202,63,109,125,44,24,1859.32,82,-0.9,17,14,54.9,55.2,59,53.5,34.5,35.5,30,0,0,8.96,289,483,92,3,22.51,76,53,68.2,52.85,8.88,92.04,100.92,22.67
995,21-22,L,L,17,20,10,215,72,201,48,70,53,14,46,1461.67,79,3.1,11,4,56.4,57.5,51.3,48,32.5,32.2,35.3,15,17,24.01,345,517,105,4,23.11,39,37,46.48,40.45,6.29,91.87,98.16,18.5
1404,22-23,R,D,11,38,23,159,73,202,50,94,136,51,29,1902.87,79,-6,14,13,53.2,53.4,53.9,55.4,36.6,34,29.4,0,0,9.48,305,425,76,1,22.3,68,58,68.44,59.65,8.61,91.33,99.94,24.09
995,22-23,L,L,14,22,13,133,72,201,27,50,33,9,28,961.7,59,0.3,12,10,52.4,54.6,58.1,51.2,32.2,37.1,30.7,7,6,13.48,218,298,47,0,21.89,32,23,31.97,28.33,8.12,92.77,100.89,16.3
1280,21-22,R,D,10,46,16,166,73,211,155,188,130,65,29,1921.73,78,5.6,26,30,57.8,60.1,61.1,56.8,40.3,29,30.7,0,0,9.41,295,576,93,2,22.69,75,47,72.93,44.42,7.76,92.1,99.86,24.64
995,23-24,L,L,11,16,10,120,72,201,43,72,67,20,28,1255.7,82,-2.1,10,3,49.5,51,59.6,56.1,37.5,33.1,29.4,8,17,17.14,247,406,77,4,22.42,37,25,39.49,32.44,8.19,94.28,102.47,15.31
1280,22-23,R,D,7,45,20,105,73,211,84,140,131,45,26,1494.3,67,4,16,25,53.5,54,65.2,56.3,41.5,26.3,32.2,0,0,7.23,226,448,82,1,22.2,60,32,58.97,48.71,9.66,93.75,103.41,22.3
583,22-23,R,R,26,10,2,158,68,175,18,40,12,23,19,830.28,46,1.9,10,1,48.5,49.3,51.3,58.9,35.9,38.9,25.1,0,0,17.92,294,410,56,1,22.31,37,35,26.95,33.5,11.94,89.26,101.2,18.05
808,21-22,L,D,9,33,16,124,74,213,37,86,116,46,31,1855.63,76,4.5,5,7,50.7,50,51.6,43.3,28.1,35.1,36.8,0,0,7.23,300,487,57,0,21.52,61,57,57.25,56.23,8.85,91.56,100.41,24.42
583,23-24,R,R,28,37,23,314,68,175,56,87,22,41,33,1592.48,82,4.2,20,8,49.1,48.7,57.2,55.4,35.2,36.4,28.4,7,9,34.21,548,616,93,3,22.76,58,44,53.91,58.1,9.65,92.83,102.48,19.42
808,22-23,L,D,10,38,21,130,74,213,18,72,104,48,34,1982.22,82,1.6,4,7,43.7,42.4,42.9,48.8,33.4,31.5,35.1,0,0,7.84,294,515,76,0,21.91,55,73,59.81,82.17,7.74,92.45,100.19,24.17
583,24-25,R,R,37,33,22,240,68,175,66,66,31,56,23,1482.23,82,4.4,19,7,50.9,51.4,58,58.7,39.1,33.4,27.5,6,9,31.16,420,681,98,1,22.16,65,47,55.52,58.2,11.04,91.25,102.28,18.08
583,21-22,R,R,23,20,12,188,68,175,18,45,7,27,32,1117.58,67,1.7,17,5,47.7,47.2,44,53.8,35,34.9,30,5,5,20.96,327,600,90,1,22.05,41,53,38.76,46,9.93,89.03,98.95,16.68
1087,21-22,L,L,25,34,19,164,73,205,88,120,26,30,42,1532.73,82,0.1,23,33,50.9,50.9,53.9,46.2,30,34.9,35,2,10,23.47,273,468,64,0,21.86,48,41,44.89,46.51,9.36,92.15,101.5,18.69
1087,22-23,L,L,27,37,18,143,73,205,61,115,31,54,40,1411.13,82,-1.8,16,21,50.1,48.6,58,44.1,28.8,34.8,36.4,1,1,20.08,240,409,55,2,22.36,58,42,45.44,46.84,11.91,91.76,103.67,17.21
584,21-22,R,D,5,23,7,102,75,210,117,143,121,39,15,1629.92,78,-2.2,2,7,51.2,50.5,47.4,46,28.8,37.4,33.8,0,0,3.34,213,353,55,1,22.7,56,62,62.18,57.6,7.99,91.19,99.18,20.9
1087,23-24,L,L,18,18,14,145,73,205,72,69,25,33,29,1180.12,63,5.7,11,23,51,50,42.6,51,34,33.3,32.7,14,25,18.39,270,413,54,0,21.51,35,46,35.97,42.06,8.27,89.15,97.43,18.73
584,22-23,R,D,1,14,4,88,75,210,139,150,110,39,20,1610.75,80,-3.1,5,12,50.2,49.5,48.6,45.7,28.7,37.2,34.1,0,0,4.13,192,353,50,1,22.23,55,58,64.25,58.67,8.37,91.46,99.83,20.13
1087,24-25,L,L,19,18,11,134,73,205,77,72,23,62,11,1416.63,82,6,13,15,50.8,50.9,53,53.5,36.3,32.3,31.5,8,13,16.68,276,490,69,1,22.28,43,38,41.19,46.43,8.79,92,100.79,17.28
1152,23-24,R,R,12,11,7,147,73,205,113,121,27,26,21,1070.83,81,-4.1,18,20,50.5,51.3,42.3,52.9,35.2,33.3,31.4,7,6,15.28,314,725,187,9,22.65,33,45,41.03,41.96,6.73,90.47,97.2,13.22
1152,24-25,R,R,19,23,16,193,73,205,124,104,43,48,14,1272.95,77,3.3,14,10,55.4,55.7,64.7,52.2,34.2,34.4,31.3,36,61,23.12,376,726,158,4,22.35,55,30,50.84,37.9,10.5,92.92,103.42,16.53
447,21-22,R,D,6,22,11,88,75,200,52,204,158,57,29,1677.63,82,-2.5,10,11,53.9,53.7,60.3,50.6,35.4,30.1,34.5,0,0,3.2,180,473,64,1,22.15,69,45,59.57,49.09,9.38,92.79,102.16,20.46
1375,21-22,L,C,13,20,11,113,71,200,40,80,36,13,20,963.07,71,-4.3,12,6,49.7,47.9,60.7,41.9,26.9,35.9,37.2,136,256,10.97,203,680,178,7,22.42,34,22,32.94,33.56,8.13,94.84,102.97,13.56
447,22-23,R,D,1,12,5,75,75,200,51,136,130,34,24,1307.82,65,4.7,8,9,60.1,59.8,51.1,53.6,34.1,36.4,29.5,0,0,1.65,163,324,34,0,21.78,45,43,54.53,35.05,7.27,89.64,96.91,20.12
1375,22-23,L,C,14,16,9,116,71,200,60,125,26,20,26,1144.15,82,-1.2,7,11,51.2,49.8,53,49.8,32.3,35.2,32.5,208,295,14.07,192,842,233,21,23.13,43,38,41.89,40.76,8.58,92.03,100.62,13.95
1375,23-24,L,C,15,19,7,85,71,200,36,64,31,30,21,930.95,55,-3,10,9,44.3,44.7,51.4,46.1,31.5,31.5,36.9,229,263,13.22,179,521,130,6,22.51,35,36,30.63,35.12,11.29,91,102.29,16.93
1375,24-25,L,C,15,11,6,118,71,200,89,105,32,38,15,1240.83,82,-2.3,10,12,46.1,46,37.8,59.2,39.9,32.6,27.5,239,319,19.14,254,797,258,20,23.25,36,59,45.5,50.02,8.39,88.41,96.8,15.13
716,21-22,R,D,4,28,15,137,71,185,40,84,72,49,19,1610.27,81,-0.3,14,8,47.6,47.6,41.7,52.7,36,31.7,32.3,0,0,7.56,290,645,149,11,23.04,52,75,54.17,60.17,7.9,89.89,97.79,19.88
137,22-23,R,L,42,33,18,294,75,238,188,34,23,52,31,1474.9,73,-1.4,10,19,49.3,49.1,49,73.1,45.9,37.2,16.9,4,5,37.56,578,243,34,0,21.47,53,55,53.24,59.71,9.2,90.8,100,20.2
137,23-24,R,L,31,34,21,272,75,238,162,36,27,35,26,1518.47,79,1.7,11,10,47.8,46.5,40.1,74.3,49.8,33.1,17.2,0,2,27.52,590,212,14,0,21.69,41,61,44.32,54.03,7.98,89.85,97.83,19.22
1197,21-22,L,D,4,21,13,136,75,217,111,110,148,55,20,1675.43,76,-4.3,10,6,45.8,47.4,48.5,45.1,30.3,32.8,36.9,0,1,5.36,211,149,16,1,22.31,50,53,54.18,52.88,7.82,92.27,100.1,22.05
1197,22-23,L,D,8,16,7,116,75,217,87,135,147,56,31,1633.18,82,-5,4,5,48.2,48,54.5,33.8,21.1,37.5,41.4,0,0,6.41,231,196,21,1,22.43,54,45,55.13,53.13,8.93,92.97,101.89,19.92
137,21-22,R,L,50,40,23,334,75,238,155,51,25,50,32,1584.03,77,-1,11,9,49.7,49.7,55,75.3,48.5,35.7,15.9,4,9,39.01,642,348,38,2,22.16,65,53,48.03,51.3,11.61,90.77,102.37,20.57
138,23-24,R,D,2,5,3,52,74,202,130,80,68,23,5,733.83,50,-5,16,24,47,45.9,44.8,49.2,31.2,36.5,32.2,0,0,2.35,128,155,27,0,21.43,22,27,22.48,25.15,7.77,91.64,99.41,14.68
700,21-22,R,D,13,38,21,190,76,200,78,134,154,82,27,1716.87,80,-0.6,20,9,45.5,46,53.7,50.7,33.3,34.3,32.4,0,0,8.55,401,421,65,1,22.08,57,49,55.39,59.85,8.77,93.48,102.25,21.46
700,22-23,R,D,13,36,22,206,76,200,60,120,104,49,39,1589.82,78,2.8,7,10,51.4,50.8,55.9,63.6,44,30.7,25.2,0,0,11.59,481,431,56,0,21.72,61,48,56.01,57.23,8.87,92.87,101.73,20.38
188,23-24,R,D,4,29,16,141,75,215,46,123,160,40,50,1508.2,64,0.5,11,8,47.8,49.5,47.4,54.2,36.9,31.9,31.2,0,0,6.92,303,255,13,0,21.68,55,60,51.68,48.89,9.34,89.69,99.03,23.57
779,21-22,L,D,8,9,6,96,74,215,251,198,117,36,14,1552.58,79,-2.2,8,13,49,49.5,52.1,57.1,37.4,34.5,28.1,0,0,4.61,181,537,107,7,22.84,61,55,56.18,62.16,8.75,92.05,100.8,19.65
188,24-25,R,D,4,29,14,123,75,215,41,100,139,106,25,1590.55,71,0.1,8,8,51.6,52.4,50,55.4,37.2,33,29.9,0,0,7.03,277,185,18,0,21.26,57,57,62.4,57.64,8.57,89.82,98.39,22.4
779,22-23,L,D,6,10,5,91,74,215,217,153,128,33,13,1340.02,67,-4.8,17,14,46.6,46.9,44.5,40.2,25.8,35.7,38.5,0,0,6.41,189,353,100,8,24.21,45,56,46.54,52.24,8.56,90.26,98.82,20
143,22-23,R,L,29,63,34,204,72,176,26,44,11,102,36,1607.83,82,4.2,16,18,52.7,52.8,54.3,53,35.4,33.3,31.3,6,13,22.34,430,528,60,3,22.1,63,53,55.29,56.45,10.06,90.69,100.75,19.61
143,23-24,R,L,49,71,37,303,72,176,18,41,15,72,34,1649.75,82,9.7,22,12,56.6,56.2,55.8,80.2,52,35.1,12.9,1,9,34.67,633,513,55,1,22.05,72,57,70.57,54.31,9.68,90.67,100.35,20.12
269,21-22,L,D,3,10,2,107,73,220,227,189,144,78,24,1611.15,79,0.1,12,18,47,46,45.4,43.9,27.3,37.7,35,0,0,3.61,244,333,37,1,22.44,55,67,54.19,62.87,8.58,91.04,99.62,20.39
143,24-25,R,L,37,52,27,237,72,176,18,44,11,97,25,1574.65,80,6.6,12,8,53.4,53.4,52.8,66.1,42.9,35.1,22,0,1,30.09,567,509,62,0,21.83,65,58,56.71,56.17,10.52,89.7,100.22,19.68
269,22-23,L,D,2,20,11,100,73,220,198,165,129,55,25,1478.17,76,-3.3,15,20,47.2,47.1,53.5,45.1,29.2,35.2,35.6,0,0,3.25,235,281,31,0,21.29,52,46,53.87,61.96,8.16,93.31,101.48,19.45
143,21-22,R,L,22,74,43,177,72,176,22,48,14,71,56,1441.12,75,2,12,5,49.1,48.6,58.9,53.3,35.4,33.6,31,1,1,19.55,370,475,78,2,22.28,56,39,46.72,52.45,10.04,93.39,103.43,19.21
343,21-22,R,D,8,27,13,163,72,203,73,100,135,58,38,1756.2,82,-2.4,5,18,46.1,47,44.4,48.9,32.5,33.6,33.9,0,1,8.3,295,199,9,0,21.26,53,65,51.48,58.02,8.4,90.92,99.32,21.42
343,22-23,R,D,4,23,14,145,72,203,79,73,115,33,31,1447.75,75,3.3,4,24,44,44.2,43.2,44.1,29.7,32.6,37.7,0,0,5.63,278,127,8,0,20.98,47,63,45.15,61.24,8.32,91.24,99.56,19.3
146,23-24,R,D,10,16,8,154,78,228,113,124,218,48,73,1956.58,82,-2.1,7,10,44.5,44.7,46.2,41.2,27.6,33.2,39.3,0,0,6.61,302,526,137,2,22.5,61,71,57.43,74.4,8.69,91.43,100.11,23.86
146,24-25,R,D,16,20,10,125,78,228,92,128,149,86,27,1520.17,64,-0.9,5,4,48.1,49.2,54.8,41.8,28.3,32.4,39.4,0,0,9.82,238,468,130,5,22.44,61,51,52.27,46.29,10.76,90.91,101.67,23.75
918,21-22,L,D,10,38,12,189,75,206,63,87,84,62,38,1725.52,81,-0.4,9,8,55.4,55.4,58.2,53.7,34.7,35.4,29.9,0,0,8.99,397,462,61,3,23.03,75,54,65.98,50.86,9.07,91.69,100.76,21.3
488,22-23,R,R,36,43,29,218,76,219,54,52,46,38,64,1417.4,74,3.5,13,10,53.8,53.2,57.3,60.1,39.6,34.2,26.3,32,43,28.74,363,902,237,17,23.21,66,49,56.48,52.61,11.06,91.04,102.1,19.15
918,22-23,L,D,7,31,17,176,75,206,76,95,129,53,58,1833.98,81,-6.2,5,14,53.5,53.9,51.1,53.6,34.9,34.8,30.3,0,0,9.62,382,517,88,5,23.73,68,65,73.09,60.03,8.28,90.51,98.79,22.64
488,23-24,R,R,22,37,20,192,76,219,72,49,82,31,82,1462.78,75,0.9,16,20,51,51,54.5,54.6,36.4,33.4,30.2,42,63,23.9,354,624,115,2,22.98,54,45,48.86,48.25,9.49,91.04,100.53,19.5
977,21-22,R,D,5,33,18,133,72,190,70,97,81,46,16,1718.1,78,-0.6,18,14,45.7,44.6,42.4,46,29.8,35.2,35,0,0,6.87,280,457,61,1,22.22,53,72,54.21,64.31,8.76,90.59,99.35,22.03
488,24-25,R,R,36,31,15,196,76,219,73,54,113,76,49,1578.85,82,-0.2,13,19,49.6,50.5,56.1,51.5,32.9,36,31,77,111,26.26,385,665,143,3,22.55,55,43,45.93,44.82,11.22,91.26,102.48,19.25
977,22-23,R,D,9,30,13,124,72,190,102,71,58,32,12,1388.78,64,-0.4,10,13,45.8,46.1,55.2,43.8,28.5,35,36.5,0,0,6.8,259,350,43,0,21.99,47,39,38.31,43.81,10.15,92.51,102.67,21.7
488,21-22,R,R,12,26,15,139,76,219,32,23,49,25,40,920.42,50,4.1,9,7,51.4,51.3,50.6,58.6,38.4,34.4,27.1,9,14,16.13,228,522,139,7,22.75,41,40,32.92,30.13,10.57,88.13,98.7,18.41
513,23-24,L,D,2,14,5,71,78,217,56,111,148,47,60,1632.38,76,2.4,10,14,45.6,45.6,49.5,44.3,29.8,32.8,37.4,0,0,3.84,162,355,57,5,22.58,50,51,49.82,57.24,8.82,92.26,101.08,21.48
942,21-22,L,D,5,31,18,156,74,197,52,111,92,84,45,1742.1,70,3.8,10,12,52,51.8,55.5,49.6,33.7,32.1,34.2,0,0,10.99,312,611,132,7,23.07,50,40,61.21,50.04,7.14,93.84,100.98,24.89
513,24-25,L,D,4,26,12,103,78,217,59,151,157,97,53,1907.55,82,-2.4,7,6,43.2,43.2,40.6,43.6,28.1,35.6,36.3,0,0,4.42,208,441,75,7,22.8,62,89,56.25,71.95,10.67,88.09,98.76,23.26
942,22-23,L,D,11,62,34,206,74,197,49,148,96,65,53,2013.8,79,4.7,10,16,54.4,53.3,57,60.6,40.6,33,26.4,0,0,13.37,441,584,95,1,22.44,73,55,73.48,63.49,9.16,92.35,101.51,25.49
1262,21-22,R,D,1,24,10,90,73,200,73,149,88,35,43,1671.58,81,-0.3,17,10,51.8,52.5,50.5,45.5,31.6,30.5,37.9,0,0,4.49,191,385,75,5,22.73,48,47,54.49,50.68,6.7,92.76,99.46,20.64
1262,22-23,R,D,4,14,11,67,73,200,44,112,81,38,43,1348.53,64,-3.8,8,10,52.8,53.2,54.3,47,31,34.1,34.9,0,0,4.85,145,271,50,0,21.85,44,37,51.29,43.66,7.99,91.83,99.82,21.07
161,23-24,R,D,1,9,6,37,75,214,88,76,78,14,5,623.15,38,-2.4,3,7,46,47,46.9,42.1,26,38.3,35.7,0,0,0.92,93,120,14,0,21.4,23,26,18.03,22.1,9.79,89.8,99.59,16.4
1198,21-22,L,D,4,11,6,73,72,194,129,145,141,32,19,1567.83,78,0.9,17,24,48,48.6,54.6,55.3,37.5,32.2,30.3,0,0,4.17,154,334,61,1,22.08,53,44,52.14,52.25,8.62,92.96,101.58,20.1
161,24-25,R,D,1,16,9,80,75,214,105,167,126,98,15,1414.12,76,-2.2,3,6,45.8,45.6,41.2,47.5,31.8,33,35.2,0,0,2.89,191,261,20,0,21.28,40,57,44.32,49.19,7.92,90.32,98.24,18.61
1198,22-23,L,D,1,17,10,75,72,194,68,120,92,17,13,1186.92,63,4.8,12,21,54,54.2,62.8,54.8,35.9,34.4,29.7,0,0,3.43,159,246,38,0,21.62,49,29,48,41.52,9.44,93.83,103.27,18.84
165,22-23,L,C,8,22,11,90,71,185,35,51,22,18,19,763.43,51,2.5,5,8,52.7,51.6,60.4,61.6,43.5,29.4,27.2,3,8,11.36,159,261,9,0,20.96,29,19,30.16,27.65,9.03,94.26,103.29,14.97
165,23-24,L,C,19,19,16,142,71,185,26,71,23,12,18,964.78,71,2.7,3,6,53.7,54.9,61.9,63.7,43.4,31.9,24.7,38,63,15.9,228,254,20,1,22.74,39,24,31.94,27.48,9.15,92.75,101.9,13.59
165,24-25,L,C,18,32,18,143,71,185,71,83,45,55,20,1245.33,82,3.4,9,10,52.3,54.2,59.1,72.5,49.5,31.8,18.8,21,46,21,272,405,24,0,21.46,42,29,45.12,37.42,8.75,93.29,102.04,15.19
1287,21-22,L,C,44,79,49,314,73,194,75,124,26,68,73,1765.3,80,6.5,50,16,56.7,56.3,59.3,57.2,36.9,35.5,27.6,562,484,45.48,481,1540,573,89,24.14,73,50,79.35,58.57,8.34,92.49,100.84,22.07
480,22-23,L,R,10,9,5,86,78,225,122,92,46,23,18,833.27,69,-2.6,10,6,43.8,45.8,56,43.9,25.3,42.3,32.4,2,6,9.17,129,585,154,15,23.34,28,22,24.41,30.21,9.36,93.37,102.74,12.08
1287,22-23,L,C,64,89,60,352,73,194,89,108,40,77,82,1835.62,82,3,45,18,54.2,53.6,54.7,55.4,36.7,33.8,29.5,525,486,49.1,528,1396,533,80,24.16,77,63,78.87,58.2,9.83,90.8,100.64,22.39
480,23-24,L,R,14,7,5,114,78,225,165,103,55,13,21,1026.8,82,-6.8,18,15,40.5,40.9,43.6,40.3,25.5,36.6,37.9,0,3,12.84,177,841,261,22,22.9,24,31,27.98,39.48,6.56,94.1,100.65,12.52
1094,21-22,R,D,6,41,24,139,74,185,57,170,77,86,16,1643.47,74,-0.1,13,17,49,48.5,44.2,57.1,39.6,30.6,29.8,0,0,9.09,361,549,50,0,21.67,54,68,64.79,61.66,7.94,90.77,98.71,22.21
1392,22-23,L,D,0,5,2,28,76,230,33,52,48,16,3,526.53,32,-2.7,2,2,44.8,45.9,46.5,35.5,23.2,34.6,42.2,0,0,1.23,72,81,11,0,21.68,20,23,17.14,20.39,9.62,91.15,100.77,16.45
534,21-22,L,D,11,37,22,216,74,214,33,69,95,39,39,1744.8,68,3.5,8,11,49.9,48.5,40.8,58.5,41.3,29.4,29.3,0,0,13.59,428,453,77,3,22.93,51,74,55.71,65.66,7.35,90.7,98.05,25.66
1392,23-24,L,D,1,2,1,20,76,230,48,59,59,12,4,534.15,39,0.1,0,3,45.9,47.1,40.5,49.4,34.7,29.8,35.5,0,0,0.54,54,91,8,0,21.92,15,22,18.66,15.88,7.85,89.57,97.43,13.7
171,22-23,R,R,12,13,7,116,75,210,48,83,25,26,30,936.55,81,-1.1,26,26,50.6,51.4,39.6,54.4,33.6,38.2,28.2,0,0,16.08,194,215,19,0,21.29,23,35,31.44,28.52,6.22,90.49,96.71,11.56
171,23-24,R,R,12,10,6,82,75,210,43,73,17,20,15,722.63,54,-2.4,14,17,49.6,48.9,50,52.6,34.3,34.7,30.9,0,1,11.91,138,178,6,0,20.55,30,30,27.12,25.06,10.79,89.36,100.15,13.38
866,21-22,L,D,6,22,14,111,77,225,90,112,135,51,27,1554.15,75,-0.1,17,12,50.7,50.2,45.5,45.8,29.2,36.1,34.7,0,0,5.54,241,211,12,0,21.64,63,74,63.38,59.35,9.22,89.26,98.48,20.72
