Index,Season,S/C,Pos,G,A,A1,S,Ht,Wt,Hits,HitsT,BkS,GvA,TkA,TOI,GP,SAT% Relative,Pen Drawn,Pen Taken,SAT%,USAT %,On-Ice GF %,OZ Ratio,OZ Start%,NZ Start%,DZ Start%,FOW,FOL,ixG,iCF,18+ MPH Speed Bursts,20+ MPH Speed Bursts,22+ MPH Speed Bursts,Top Speed (MPH),GF,GA,xGF,xGA,oiSh%,oiSv%,PDO,TOI/GP
303,24-25,L,D,4,26,14,78,71,189,91,154,122,71,26,1573.65,82,-0.8,11,10,49.6,51.3,55,47.1,31.1,33.9,34.9,0,0,4.67,216,402,46,0,21.84,71,58,62.73,57.53,11.04,90.38,101.42,19.19
1024,23-24,R,C,2,3,0,51,73,193,109,30,16,9,7,459.18,42,0.9,19,10,46.3,46.5,25,40.2,23.9,40.6,35.5,42,39,4.02,88,266,53,1,22.56,10,30,15.06,18.87,5.41,85.92,91.32,10.93
596,23-24,L,R,16,13,9,110,73,203,43,30,28,7,28,803.88,53,1.4,13,3,49.2,48.8,54,50.6,32.2,36.4,31.4,1,13,11.06,254,698,206,24,23.38,33,28,27.19,29.12,10.19,92.02,102.21,15.17
1276,23-24,R,D,0,5,3,36,76,215,70,41,106,35,7,769.35,41,-7.6,13,16,41,40.7,44.4,36.8,23.8,35.5,40.8,0,0,1.23,104,87,8,0,21.27,20,25,21.12,27.77,8.26,92.71,100.98,18.76
226,24-25,R,R,35,35,19,203,73,194,116,128,77,77,20,1563.1,81,2.4,10,7,52.3,51.6,47.8,62.2,40.6,34.7,24.6,19,26,30.59,398,843,119,0,21.84,66,72,59.48,57.87,10.53,88.42,98.95,19.3
874,24-25,L,C,13,21,14,119,72,184,138,133,47,35,20,1332.23,78,-3.3,21,26,47,48.7,41.8,36.8,25.1,31.9,43,208,172,17.82,235,572,104,5,22.55,36,50,36.99,38.15,8.02,89.43,97.45,17.08
917,23-24,R,D,2,4,2,50,73,193,54,74,75,26,11,707.3,48,-9.2,8,16,43.3,43.6,40.3,51.4,33.9,34,32.1,0,0,1.4,113,81,6,0,21.6,25,37,21.87,31.02,9.03,90.19,99.21,14.74
1341,23-24,L,C,26,33,21,171,74,206,29,76,44,33,43,1501.82,83,1.5,8,5,48.6,48.6,56.3,43.2,30.3,29.7,39.9,698,574,24.9,293,833,124,2,22.37,52,41,47.12,46.84,10.26,92.16,102.42,18.09
458,24-25,R,C,21,60,35,145,72,207,13,72,48,99,22,1397.07,70,2,14,10,50.5,51.1,60.8,51.5,37.1,28,34.9,733,605,20.83,299,552,86,0,21.7,58,38,55.87,41,11.28,92.32,103.61,19.96
1012,23-24,L,L,7,7,2,59,74,221,211,96,27,15,6,661,55,0.1,17,22,50.3,50.9,40.9,41,24.6,40,35.4,23,41,7.31,116,385,81,1,22.5,18,26,21.84,20.55,6.64,90.78,97.42,12.02
1437,23-24,R,D,1,14,9,65,71,197,14,45,47,18,5,751.2,41,-7,3,8,43.8,44.3,48,53.5,35.2,34.2,30.6,0,0,3.86,144,118,2,0,20.14,24,26,24.14,30.85,8.54,92.78,101.32,18.32
764,23-24,L,D,1,8,8,44,72,195,62,74,38,7,7,690.43,36,2.6,5,9,52.6,50.8,48.6,64.6,41.8,35.2,22.9,0,0,2.2,97,170,21,0,21.7,18,19,19.88,18.1,6.82,92.24,99.06,19.18
92,23-24,R,C,5,7,4,58,73,198,47,54,31,10,18,688.38,62,6.4,2,3,49.7,48.9,33.9,42.4,27.7,34.8,37.5,242,264,5.37,101,296,25,0,21.51,19,37,19.3,26.43,7.34,86.88,94.22,11.1
192,23-24,R,C,9,18,10,110,75,206,39,49,31,19,24,742.48,41,3.7,7,7,53.2,54.7,52.1,55.1,35,36.6,28.4,251,245,14.95,201,321,50,0,21.77,24,23,27.59,20.93,7.43,91.32,98.75,18.11
1028,23-24,L,L,1,3,1,44,77,232,139,35,27,11,12,557.4,68,-5.3,20,29,41.4,42,30,47.3,29.9,36.8,33.3,3,3,3.24,75,256,39,1,22.19,9,20,12.53,21.61,4.69,92.67,97.36,8.2
590,23-24,L,C,2,1,1,40,72,201,32,24,11,14,8,398.47,37,-6.1,8,3,46.2,47.5,42.1,47.4,27.4,42.2,30.4,154,142,3.66,64,249,52,1,22.18,8,11,9.94,11.02,6.25,92.52,98.77,10.77
158,23-24,L,L,5,8,4,77,73,207,50,44,35,25,15,698.68,54,-3.9,8,9,43.4,44.2,37.2,41.6,26.1,37.3,36.7,5,17,7.43,136,335,62,1,22.22,16,27,18.84,27.58,6.93,90.88,97.8,12.94
702,24-25,L,C,31,31,25,182,72,190,104,102,18,48,23,1304.73,80,2.2,15,15,46.1,44.8,47.5,48.1,31.7,34,34.2,234,291,22.08,332,522,77,0,21.95,49,53,44.16,53.42,10.84,90.59,101.43,16.31
1327,23-24,L,L,15,8,5,50,72,205,20,74,16,25,23,612.9,49,2.4,5,5,48.6,48.2,56.8,54.7,37,32.3,30.6,0,0,6.11,90,457,147,9,22.62,25,19,24.63,18.95,11.31,92.46,103.77,12.51
94,23-24,R,C,10,6,4,92,72,202,167,107,35,17,24,941.12,77,-2.4,28,28,46.3,47.1,34.8,39.7,25.7,35.2,39,419,366,9.09,157,472,66,1,22.24,15,28,19.7,26.9,5.07,91.59,96.66,12.22
217,23-24,R,R,5,15,10,86,71,180,40,31,33,15,19,610.85,52,1.8,2,3,52,52.4,56.8,48,28.4,40.8,30.8,1,3,8.09,145,459,82,3,22.25,25,19,23.24,18.93,9.36,91.77,101.14,11.75
1288,24-25,L,D,4,27,12,78,73,216,23,85,152,115,24,1670.37,82,-1.7,3,11,49,49.5,59.8,37.5,24.1,35.6,40.2,0,0,4.62,180,206,35,1,22.2,67,45,61.38,52.96,11.26,93.07,104.33,20.37
449,23-24,L,L,9,15,6,72,70,173,43,64,24,19,19,871.67,70,-0.2,13,10,51,50,57.8,50,34.1,31.8,34.1,5,15,10.99,156,347,32,0,21.19,37,27,31.49,29.72,9.54,92.93,102.47,12.45
1300,24-25,L,C,20,33,18,97,75,204,17,69,35,70,26,1329.32,79,-1.1,10,8,48.8,48.6,52.4,44.4,29.1,34.4,36.4,630,574,16.97,192,1067,205,8,22.94,54,49,41.63,44.14,11.97,89.96,101.93,16.83
130,23-24,L,L,7,8,2,66,71,180,22,28,10,8,16,590.02,51,-5,6,2,46.8,46.5,48.7,52.3,35.1,33,31.9,0,2,5.41,126,247,32,0,21.76,21,21,17.16,24.72,9.59,91.06,100.65,11.57
107,24-25,L,C,20,29,22,164,73,192,26,58,48,49,29,1479.88,78,0.2,8,12,53.9,54.1,50,51.6,34.1,34,32,270,287,22.08,290,587,82,4,22.71,42,42,46.61,39.27,7.97,90.54,98.51,18.97
753,23-24,R,D,1,9,3,31,72,193,94,53,46,8,7,556.48,30,-1,2,3,43,43.5,44.4,42.3,29.9,29.3,40.8,0,0,0.92,70,178,25,1,22.08,16,20,15.26,22.13,7.62,91.67,99.29,18.55
120,24-25,L,C,21,32,17,151,73,207,20,43,72,64,31,1500.08,79,3.9,13,9,52.9,52.9,43.8,56.7,36.9,35.1,28.1,746,593,24.85,265,641,61,2,22.49,43,54,46.76,45.06,8.08,89.18,97.26,18.99
6,23-24,L,L,1,6,5,33,74,206,194,65,19,15,15,513.53,53,-1.8,11,10,44,42.1,32.2,51.4,33.7,34.5,31.8,2,7,3.48,67,134,6,0,20.92,10,21,13.58,21.57,5.62,91.7,97.32,9.69
216,24-25,R,D,5,18,11,97,73,219,100,111,155,78,32,1559.9,74,-5.6,9,8,46.4,45.9,48.4,46.7,30.5,34.5,34.9,0,0,4.85,214,312,42,1,22.56,46,49,46.44,55.59,8.71,91.94,100.65,21.08
1046,23-24,L,D,0,7,1,18,72,190,22,45,46,23,7,554,32,-2.3,6,11,43.2,42.6,45.9,50,32.9,34.2,32.9,0,0,0.66,48,167,24,1,22.2,17,20,16.39,21.07,9.14,92.34,101.48,17.31
237,23-24,R,R,4,2,2,26,74,225,165,51,17,9,8,397.7,49,-3.4,13,14,47.8,48.4,31.2,44.8,27.7,38.2,34.1,1,0,3.94,59,154,18,1,22.32,10,22,13.39,15.67,6.41,85.81,92.22,8.12
346,23-24,L,D,1,0,0,17,73,200,24,35,24,8,8,391.37,31,-3.1,1,3,49.1,47.4,48,38.2,24.4,36.2,39.4,0,0,0.48,36,51,5,0,20.48,12,13,15.7,15.39,7.27,92.9,100.17,12.62
422,24-25,R,C,10,31,23,137,73,192,52,35,36,66,19,1367.98,82,4.3,12,28,49.4,49.2,50,52,36.6,29.6,33.8,511,715,17.5,258,443,30,0,21.21,48,48,49.92,56.74,8.84,91.52,100.36,16.68
435,24-25,L,D,2,13,7,62,73,201,39,70,109,64,15,1596.65,82,-2.8,4,12,46.7,45.9,51.3,43.4,26.8,38.2,35,0,0,3.48,145,207,18,0,21.14,57,54,53.72,55.18,10.02,91.52,101.54,19.47
681,23-24,R,C,2,7,4,53,74,185,63,69,17,7,10,532.2,42,-2.1,10,10,51.9,53,40,46,30.4,33.9,35.7,93,131,6.32,99,382,69,0,21.91,18,27,18.34,16.25,8.26,85.71,93.97,12.67
764,24-25,L,D,5,20,10,59,72,195,123,127,106,73,12,1422.08,73,-1.4,9,15,47,47.1,44.6,50.2,33.4,33.5,33.1,0,0,3.57,168,350,55,0,21.83,46,58,43.68,51.7,8.98,89.64,98.63,19.48
1036,23-24,L,D,2,7,4,42,71,190,22,34,23,8,15,453.48,31,-1.1,0,4,49.8,49.7,46.3,53.9,32.4,39.9,27.7,0,0,1.73,66,77,7,0,21.06,19,22,18.02,18.04,9.31,90.13,99.45,14.63
15,23-24,L,D,2,3,0,32,76,224,44,40,40,10,2,446.93,34,-4.8,1,3,43.4,46.1,45.7,47.5,29.4,38.1,32.5,0,0,1.08,72,68,7,0,20.93,16,19,16.15,16.49,8.6,91.74,100.34,13.14
1463,24-25,L,C,25,26,17,241,73,193,145,48,45,57,27,1326.47,76,-1.4,22,35,53.9,53.2,47.3,57.9,38,34.3,27.7,450,523,29.72,411,739,118,1,22.4,44,50,49.39,44.34,7.5,90.04,97.54,17.45
96,23-24,L,L,6,2,1,65,74,214,90,53,16,8,11,435.67,39,4.9,12,8,53.7,55.4,56,45.6,24.8,45.7,29.6,7,8,7.7,122,305,75,7,22.97,14,11,21.12,12.04,5.96,93.75,99.71,11.17
1042,23-24,L,C,3,3,2,48,71,187,44,73,20,3,11,455.63,43,-9.3,7,5,42.4,42.9,35.2,48.5,31.7,34.6,33.7,86,116,4.44,85,240,16,0,21.34,13,22,12.97,20.33,8.44,89.05,97.5,10.6
572,23-24,L,C,6,9,4,73,72,185,16,33,15,16,15,529.73,31,2.4,4,10,47.1,48.2,50,54.9,37.7,31.3,31,53,85,7.12,132,193,23,0,21.58,16,16,19.8,19.93,7.77,92.56,100.33,17.09
1187,23-24,R,C,5,4,3,47,70,184,53,42,27,7,6,440.95,46,-5.6,4,8,44.7,46.3,41.9,30.4,20.2,33.5,46.3,41,42,4.03,88,286,70,2,22.92,13,18,13,16.28,8.23,91.09,99.32,9.59
1248,24-25,R,D,5,10,6,115,71,190,57,196,107,68,29,1212.52,76,-2.3,8,8,51.9,52.6,54.7,42.6,27,36.6,36.4,0,0,4.29,260,490,96,3,22.3,46,38,44.88,42.12,8.83,92.24,101.07,15.95
246,24-25,R,C,39,42,24,213,73,196,103,102,62,74,24,1619.68,79,3.5,12,7,57.7,58.2,59,57.3,38.2,33.3,28.5,212,302,32.11,413,486,58,0,21.76,51,36,50.62,34.49,8.72,91.63,100.35,20.5
1155,23-24,L,D,0,4,1,19,74,211,76,107,58,23,4,591.9,40,-0.4,8,13,48.9,50.3,51.5,51.2,30.5,40.4,29.1,0,0,0.67,57,87,6,0,21.15,17,16,19.38,19.52,7.3,92.73,100.02,14.8
105,23-24,L,L,2,4,4,38,75,199,33,45,20,7,16,425.12,36,-5,3,3,46.5,44.4,32.2,44.6,27.7,38,34.3,121,112,2.9,73,166,23,1,22.52,10,21,10.05,17.36,6.45,88.89,95.34,11.81
850,24-25,L,D,3,21,10,95,70,170,62,86,111,86,24,1522,73,-1.7,9,7,52.5,53.2,49.1,52.2,32.9,37,30.1,0,0,4.95,212,434,69,2,22.75,59,61,58.05,51.39,9.52,89.3,98.81,20.85
673,23-24,R,D,3,8,4,44,72,190,4,25,18,14,8,444.52,31,-4.7,1,4,55.8,54.2,37.9,59.2,41.4,30.1,28.5,0,0,1.69,92,104,12,1,22.64,11,18,15.2,16.57,5.67,90.06,95.73,14.34
149,23-24,L,L,5,5,2,50,71,195,20,22,25,4,11,389.02,30,-4.1,2,4,48.8,49.2,40,42.6,28.3,33.6,38.1,13,30,4.66,76,224,28,0,21.93,10,15,14.37,13.85,5.29,91.53,96.82,12.97
638,24-25,L,C,15,30,19,155,76,210,54,72,45,78,28,1366.2,79,1.9,15,18,49.8,51.1,50.4,50.8,35.7,29.7,34.6,670,525,19.61,254,424,47,0,21.63,55,54,50.6,47.4,9.55,89.39,98.94,17.29
195,23-24,R,C,1,3,2,32,74,199,84,28,15,5,5,346.73,34,-9.2,5,2,41.8,41.4,36.3,39.1,22,43.7,34.3,3,14,3.15,64,282,47,1,22.26,8,14,9.44,14.27,6.61,91.25,97.86,10.2
722,23-24,R,R,2,5,4,29,74,210,67,27,13,8,3,324.67,40,-5.4,2,3,46.7,47.4,46.4,39.7,24.1,39.4,36.6,1,5,2.78,60,258,59,7,22.6,13,15,10.77,12.73,9.92,90.32,100.25,8.12
524,24-25,R,D,5,11,6,144,71,191,91,189,90,67,40,1380.37,82,0.9,8,21,59,58.6,46.3,58.1,38.4,33.8,27.8,0,0,8.98,355,484,92,6,22.97,45,51,61.03,48.95,7.29,89.31,96.6,16.83
1211,23-24,L,C,1,2,1,30,76,219,70,55,14,6,13,333.9,38,-7,0,5,50.9,50,23.5,49.4,29.7,39.8,30.5,68,71,3.23,62,267,65,4,22.44,4,13,9.92,9.54,2.86,91.16,94.01,8.79
1389,24-25,L,C,29,45,33,207,72,189,59,78,30,93,23,1587.92,79,1.4,22,22,59.5,59,46.3,62.8,45.2,28,26.8,663,535,30.06,435,713,115,3,22.24,51,59,60.74,46.21,9.01,87.28,96.3,20.1
456,24-25,L,D,7,50,28,128,74,197,6,85,82,105,28,1473.47,67,1,7,13,52.6,51.7,56.8,57.8,39.4,31.8,28.8,0,0,8.67,316,442,77,4,22.51,54,41,54,47.07,9.66,91.88,101.54,21.99
646,24-25,L,C,33,58,33,227,71,200,67,45,39,86,29,1629.97,80,3,18,14,52.4,51.6,50.3,61,40.8,33.2,26.1,1016,766,29.47,405,756,159,5,22.54,73,72,64.19,60.7,10.75,88.73,99.48,20.37
1466,24-25,L,D,1,9,4,48,76,210,204,127,111,70,16,1290.62,78,-5.3,12,25,43.6,44,56.4,36.3,21.5,40.7,37.8,0,0,1.47,92,237,48,5,22.97,44,34,39.39,47.3,9.76,93.49,103.24,16.55
741,24-25,L,D,7,24,14,86,78,222,86,160,144,91,26,1647.5,78,0.2,12,24,48.9,48.6,52.8,46.3,31.7,31.4,36.8,0,0,5.12,206,291,40,0,21.74,55,49,56.99,59.75,9.12,92.31,101.43,21.12
1235,23-24,R,R,2,1,1,17,76,226,55,18,7,6,7,191.98,30,-5.4,6,11,47.3,47.4,38.8,54.8,34.2,37.6,28.2,21,13,1.23,33,157,45,6,22.86,7,11,5.22,6.25,9.21,87.78,96.99,6.4
401,24-25,R,C,27,26,18,174,73,193,66,51,46,57,18,1475.98,82,-2.8,12,24,48.1,47.8,40.8,65.2,44.7,31.5,23.9,396,398,23.3,346,673,137,7,24.2,40,58,44.66,48.76,7.75,89.7,97.45,18
461,24-25,R,C,44,28,18,242,78,220,70,69,31,54,21,1425.48,76,1.7,12,12,50.8,51.4,54.2,52.8,33.6,36.4,30,301,403,27.96,494,789,124,3,22.81,64,54,49.51,46.88,12.28,89.13,101.42,18.76
453,24-25,L,C,15,43,25,111,71,191,27,37,29,76,23,1399.38,82,3.1,6,6,47.1,47.1,42.8,41.4,26.2,36.8,37,60,93,10.91,217,293,19,0,21.24,39,52,38.22,43.13,9.4,88.6,97.99,17.07
587,24-25,L,D,9,36,18,179,73,200,58,117,145,99,31,1841.93,80,4.2,9,12,52.2,52.6,53.2,54.9,38.1,30.6,31.3,0,0,9.55,429,530,74,4,22.34,66,58,62.84,56.93,8.74,91.55,100.29,23.02
922,24-25,L,D,16,34,14,171,75,214,33,153,110,118,29,1823.82,78,3.7,4,8,51.8,51.1,61.4,52.7,36.9,30,33.1,0,0,11.77,381,511,73,2,22.27,79,49,71.25,61.05,11.16,92.3,103.45,23.38
428,24-25,L,C,24,55,27,162,72,187,130,132,45,69,23,1624.67,82,6.8,38,19,54.4,55.6,52.3,65.7,45.5,30.7,23.8,195,213,21.25,315,1191,380,33,23.66,55,50,52.52,46.49,8.61,90.42,99.03,19.81
1308,24-25,L,R,26,27,14,239,73,220,141,106,65,73,22,1428.77,80,3.1,20,18,52.7,53.1,59.2,45.9,31.1,32.2,36.7,8,18,29.35,509,635,125,3,22.44,48,33,55.8,46.75,8.09,93.81,101.9,17.86
534,24-25,L,D,23,59,32,298,74,214,19,133,131,120,49,2166.37,81,6.3,15,14,52.3,53.1,57.3,56.6,38.3,32.4,29.3,0,0,21.53,610,721,162,12,23.08,86,64,77.7,71.93,9.34,92.03,101.37,26.75
306,24-25,L,D,8,22,9,139,76,222,84,160,170,127,51,2008.62,82,1.4,18,20,49.2,50.3,46,47.3,29.8,37,33.2,0,0,12,293,660,124,6,22.42,69,81,74.35,62.02,9.08,88.66,97.73,24.5
1192,24-25,R,D,6,11,3,102,73,200,64,124,111,64,15,1305.33,68,1.8,8,19,46.9,47.6,40.6,48.9,33.2,32,34.8,0,0,5.24,233,395,62,1,22.71,39,57,42.87,51.22,7.71,89.6,97.31,19.2
837,24-25,L,D,5,25,9,112,75,210,50,101,140,69,22,1893.1,82,2.4,7,14,54.5,55,59.2,40.6,26.7,34.2,39.1,0,0,5.83,272,221,30,0,21.99,62,42,64.66,49.34,8.54,92.87,101.41,23.09
547,24-25,R,R,33,32,21,169,76,225,233,83,71,91,20,1516.87,81,-0.4,37,35,49.8,52.4,56.4,54.2,37.1,31.6,31.3,5,14,25.68,325,856,187,11,23.22,61,47,50.42,48.56,11.98,89.37,101.35,18.73
1107,24-25,R,R,24,52,35,188,70,192,94,81,42,96,26,1689.43,82,0,27,25,48.4,49.6,44.2,58,39.7,31.6,28.7,39,61,22.07,386,702,147,5,22.9,46,58,49.63,53.84,7.96,89.75,97.71,20.6
938,24-25,L,D,15,51,26,181,79,244,39,81,133,119,25,1823.3,79,1.9,7,15,51.4,51.8,59.3,57.7,41.1,28.8,30.1,0,0,14.8,450,352,37,1,22.53,70,48,66.68,55.51,10.23,92.83,103.06,23.08
500,24-25,R,D,1,20,9,80,75,210,10,53,151,57,25,1447.98,82,-3,4,13,48.1,49.9,57.4,46.8,30.7,34.4,34.9,0,0,2.95,199,216,20,1,22.47,58,43,53.31,51,11.07,92.27,103.33,17.66
454,24-25,R,R,21,34,16,188,72,193,7,76,29,68,22,1451.38,77,3.7,28,10,49,49.3,50.5,50.3,36,28.6,35.5,12,20,26.98,364,768,181,4,22.59,46,45,55.41,58.82,7.85,92.6,100.45,18.85
1474,24-25,L,L,23,23,15,131,74,200,60,62,28,53,20,1312.23,82,-0.8,21,16,44.1,41.9,38.2,46.2,31.1,32.7,36.2,22,25,20.4,243,205,20,0,21.4,36,58,36.28,53.97,9.42,89.12,98.54,16
1093,24-25,L,D,4,6,3,78,77,225,105,181,97,64,30,1142.78,79,-4.2,12,12,46.7,46.9,40.2,53.2,31.7,40.4,27.9,0,0,2.68,175,187,20,2,22.08,29,43,31,40.54,7.18,91,98.18,14.47
484,24-25,R,C,26,33,17,202,71,187,214,94,78,95,33,1730.12,82,4.6,27,19,52.1,51.5,51.6,55.9,39,30.3,30.7,910,624,28.53,370,818,142,4,23.99,61,57,52.43,58.59,10.63,89.93,100.56,21.1
111,24-25,R,R,45,39,23,253,72,200,14,58,27,79,28,1599.78,82,0.4,14,11,47.9,47.4,59.8,53.3,36,32.5,31.5,76,77,33.91,460,778,136,6,22.64,61,40,56.97,54.52,10.22,93.43,103.65,19.51
1363,24-25,R,D,6,18,9,87,80,229,87,81,125,61,31,1476.22,71,-3.5,7,28,47.3,48.1,49.5,44.7,29.1,35,36,0,0,6.05,221,345,52,3,23.35,50,51,47.33,45.27,10.29,89.9,100.19,20.79
475,24-25,R,C,30,24,13,233,72,205,54,39,32,52,18,1320.5,78,6.8,19,7,50.8,50,43.2,52,34,34.6,31.4,13,11,26.93,398,338,38,0,21.82,42,55,40.82,47.85,8.33,88.49,96.83,16.93
538,24-25,R,D,4,9,5,72,74,210,117,189,103,74,14,1295.8,74,-0.1,12,13,51.8,52.2,51.7,55.9,35.4,36.6,28,0,0,3.16,189,273,37,0,21.59,44,41,54.27,44.05,7.51,91.65,99.16,17.51
793,24-25,R,R,25,18,9,142,74,215,75,89,54,41,16,1365.87,81,-0.5,18,19,48,48.9,50.5,39.6,25,36.9,38.2,0,2,22.07,285,476,53,0,21.69,44,43,45.06,38.27,10.55,89.98,100.53,16.86
1429,24-25,L,D,4,14,7,92,72,196,83,117,55,49,23,1128.8,76,-0.4,14,12,54.6,53.9,47,60,38.2,36.4,25.4,0,2,4.28,187,292,47,0,21.79,31,36,39.63,30.98,6.87,90.7,97.57,14.85
196,24-25,L,R,8,16,6,114,73,190,211,92,53,55,20,1083.68,82,3.6,15,16,56.6,58.3,48.7,54.3,34.9,35.6,29.4,14,43,14.63,205,921,187,8,22.99,39,41,48.74,35.28,6.85,89.95,96.81,13.22
728,24-25,L,D,11,28,12,137,72,200,29,69,79,79,25,1368.9,62,5.4,14,14,51.1,50.5,52.9,50.7,34,33,33,0,0,7.09,307,239,43,0,21.4,63,56,48.48,47.76,10.99,89.61,100.61,22.08
448,24-25,L,R,11,22,12,133,73,219,63,76,35,61,16,1182.47,80,-3,11,3,46.3,45.3,49.3,50.8,33.8,33.5,32.8,0,2,15.48,272,437,75,0,21.76,38,39,37.83,42.24,9.2,92.07,101.27,14.78
13,24-25,R,D,4,12,6,79,75,231,81,57,80,68,22,1280.37,81,-3.3,5,19,45.6,45.8,42.5,41.1,28.4,30.9,40.7,0,0,2.73,189,257,47,3,23.14,34,46,39.82,46.9,7.36,91.71,99.07,15.81
747,24-25,L,L,17,41,28,151,70,185,54,75,46,75,15,1505.6,77,6.2,21,9,50.3,50.9,50,50.4,33.1,34.3,32.6,11,25,21.56,316,712,114,2,22.56,52,52,44.47,46.64,9.58,90.02,99.6,19.55
792,24-25,L,L,24,22,10,199,74,205,74,92,40,67,33,1325.85,82,1.2,14,12,53.9,55,68.3,50.6,33.1,34.5,32.4,24,35,23.59,364,751,140,10,23.19,55,25,50.27,36.01,10.09,93.98,104.07,16.17
1029,24-25,R,C,33,38,25,202,73,187,45,96,47,57,29,1551.92,82,-2.8,12,7,47.4,46.7,51.8,47.2,33.1,29.9,37,465,444,33.09,378,748,106,1,22.15,56,52,55.38,52.87,11.29,90.48,101.77,18.93
650,24-25,L,L,20,25,13,152,75,212,301,79,50,48,9,1236.35,82,0.7,12,18,49.5,49.6,54.8,52,32.5,37.5,30,11,22,19.14,269,671,105,5,22.51,57,47,44.95,48.66,11.33,90.66,101.99,15.08
993,24-25,R,L,27,17,12,210,73,206,59,96,24,43,14,1378.35,73,6.4,17,16,58.5,59.2,53.9,64.2,44.8,30.2,25,2,3,37.39,369,625,163,12,23.08,61,51,66.96,43.36,9.56,88.57,98.13,18.88
859,24-25,L,D,7,38,12,122,71,183,41,49,66,76,36,1296.47,70,3.4,10,22,61.2,60.7,53.6,59.9,38.8,35.2,26,0,0,8.77,315,182,9,0,21.38,44,37,54.78,36.83,8.51,89.75,98.26,18.52
1224,24-25,L,C,9,15,8,87,75,191,183,140,60,43,20,1223.07,80,-2.8,13,13,52.7,52.8,55,56.9,37.7,33.7,28.6,33,40,11.98,184,559,75,2,22.94,33,27,34.7,33.92,7.55,92.93,100.48,15.29
834,24-25,L,L,20,24,14,190,74,205,68,77,51,81,22,1160.75,82,0.1,12,10,46.3,46.2,56.8,46.5,32.8,29.4,37.8,21,35,17.28,399,887,200,18,23.37,50,38,38.39,50.29,10.96,93,103.97,14.16
1219,24-25,L,C,17,28,19,158,73,196,110,84,54,60,27,1320.28,79,-1.7,16,14,53.8,53.8,60.2,57.2,39.4,31.1,29.5,542,481,16.37,313,526,73,1,22.09,44,29,37,33.8,9.34,92.68,102.02,16.71
709,24-25,R,C,14,13,5,86,74,195,128,113,82,51,32,1244.43,82,-2.1,18,20,48.6,49.8,48.6,15,9.4,37.1,53.5,596,599,12.18,163,640,92,0,21.82,35,37,40.27,36.36,8.39,90.98,99.37,15.18
733,24-25,L,C,12,21,15,104,73,190,44,84,74,66,18,1249.98,82,-1.9,11,8,46.3,44.6,44.1,36.3,23.3,35.9,40.9,591,469,13.93,214,879,189,9,22.52,34,44,41.24,44,8.83,90.7,99.53,15.24
822,24-25,R,R,21,17,10,148,69,185,92,57,38,62,16,1140.98,82,1.8,19,18,49.1,47.5,48.1,41.6,23.8,42.8,33.4,0,6,22.28,295,562,106,2,22.33,39,43,46.24,44.83,8.94,90.38,99.33,13.91
1400,24-25,R,R,15,12,8,109,75,226,176,58,39,36,17,1159.88,81,-2.1,29,38,46.1,44.2,44.8,41.4,23.8,42.4,33.8,29,20,16.85,204,1069,319,29,23.63,35,43,43.13,46.33,9.19,91.08,100.27,14.32
1276,24-25,R,D,3,6,3,51,76,215,89,81,105,59,27,1122.05,66,-3.6,12,12,47.2,48,59.2,50.1,31.5,37.2,31.4,0,0,2.62,142,147,20,0,21.2,45,31,36.74,39.99,10.69,93.25,103.94,17
965,24-25,R,D,2,6,5,41,76,194,35,154,78,66,8,1079.82,73,3.5,3,8,51.1,51.5,44,56.1,37.7,32.9,29.5,0,0,2.01,105,196,9,0,21.15,33,42,44.13,36.1,7.37,90.21,97.58,14.79
949,24-25,L,C,32,29,16,177,75,220,99,69,56,45,29,1249.52,73,2.5,8,10,53.2,55,47,60.2,42.8,28.9,28.3,536,422,29.87,318,355,36,0,21.84,40,45,46.07,38.27,7.8,88.46,96.26,17.12
471,24-25,L,L,29,26,15,296,76,226,228,66,33,48,19,1313.1,72,5,35,46,53.2,55,48.6,53.6,33.6,37.2,29.1,178,169,33.84,498,398,54,1,22.08,36,38,49.1,36.12,6.67,91.16,97.83,18.24
300,24-25,L,D,4,10,6,52,76,229,105,100,93,55,11,1196.82,62,-3.2,6,7,46.9,47.1,47.1,37.9,23.5,38.1,38.4,0,0,1.69,100,247,31,3,22.47,42,47,37.44,43.5,10.34,89.89,100.24,19.3
796,24-25,L,L,15,20,11,104,72,210,200,52,34,50,16,1242.13,78,2.1,15,18,46.4,45.2,41.7,39.7,24.7,37.8,37.5,341,363,13.9,160,262,15,0,21.25,38,53,33.95,44.45,9.36,88.72,98.08,15.92
581,24-25,L,L,16,21,14,110,74,194,87,63,54,32,21,1238.43,78,0.7,13,7,49.1,49.9,52.5,37.4,23.6,36.8,39.6,493,612,16.84,211,480,50,1,22.43,41,37,42.66,36.97,10.49,90.8,101.28,15.88
1249,24-25,L,C,16,34,22,125,77,213,32,65,48,79,30,1209.42,68,0.8,25,19,50.4,49.2,45.7,65.2,40,38.6,21.3,290,343,16.04,248,534,48,1,22.01,38,45,41.2,47.07,8.26,90.72,98.98,17.79
1041,24-25,L,D,9,29,19,150,73,201,42,57,95,75,23,1326.72,53,5.3,8,9,53.7,53.4,41.5,67.1,49,27,24,0,0,12.29,346,331,27,0,21.46,37,51,44.23,41.74,7.33,89.06,96.38,25.03
